tieu_de,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang,source_site,dien_tich_log,quan,thanh_pho,gia,gia_log
"Bán Nhà riêng tạiĐường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội","Đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội",42.0,3,2,5,Đã có sổ,2026-10-02,thuviennhadat,3.7612001156935624,Quận Bắc Từ Liêm,Hà Nội,6.7,2.0412203288596382
"Bán Nhà HXH ĐƯỜNG AN DƯƠNG VƯƠNG 80m2, 4TẦNG- 10,9 TỶ/TL, PHƯỜNG BÌNH PHÚ TP-HCM.","Đường An Dương Vương, Phường 11, Quận 6, Hồ Chí Minh",80.0,5,5,4,Đã có sổ,2026-03-28,batdongsan,4.394449154672439,Quận 6,TP.HCM,10.9,2.4765384001174837
"Nhà 4 tầng - 58m2, nội thất luxury -, hẻm oto - oto vào nhà - Lê Quang định","Đường Lê Quang Định, Phường 11, Quận Bình Thạnh, Hồ Chí Minh",58.0,4,5,4,Đã có sổ,2026-03-26,batdongsan,4.07753744390572,Quận Bình Thạnh,TP.HCM,10.0,2.3978952727983707
"Cư Xá Lữ Gia, đường rộng 8m có lề hẻm thông, sát quận 10, nhà 4 tầng, vị trí sát mặt tiền, Q11","Đường Cư Xá Lữ Gia, Phường 15, Quận 11, Hồ Chí Minh",60.0,6,6,4,Đã có sổ,2026-03-19,batdongsan,4.110873864173311,Quận 11,TP.HCM,15.5,2.803360380906535
Cần bán nhanh căn nhà nhỏ xinh cách mặt tiền HT 17 khoảng 10m,"Đường Hiệp Thành 17, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",14.8,1,1,1,Giấy tờ không xác định,2026-03-30,batdongsan,2.760009940032921,Quận 12,TP.HCM,0.68,0.5187937934151675
Sát Gò Vấp. Ngạy chợ Vườn Lài. Nhà còn mới 3PN. HXH 5m. Gúa hơn 5 tỷ,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",55.0,3,3,3,Giấy tờ không xác định,2026-03-30,batdongsan,4.02535169073515,Quận 12,TP.HCM,5.6,1.8870696490323797
"Bán Nhà riêng tạiĐường Chùa Thông, Phường Trung Hưng, Thị xã Sơn Tây, Hà Nội","Đường Chùa Thông, Phường Trung Hưng, Thị xã Sơn Tây, Hà Nội",60.0,4,4,4,Đã có sổ,2025-04-12,thuviennhadat,4.110873864173311,Quận/Huyện khác,Hà Nội,3.15,1.423108334242607
"Bán Nhà riêng tạiKđt Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Kđt Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội",76.0,11,11,8,Giấy tờ không xác định,2025-03-10,thuviennhadat,4.343805421853684,Quận Hà Đông,Hà Nội,17.2,2.9014215940827497
"Bán Nhà riêng tạiTrương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội","Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",35.0,3,4,5,Đã có sổ,2025-08-23,thuviennhadat,3.58351893845611,Quận Hoàng Mai,Hà Nội,6.78,2.0515563381903004
"Bán Nhà mặt phố tạiTrần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",33.0,5,4,5,Đã có sổ,2025-06-03,thuviennhadat,3.5263605246161616,Quận Hai Bà Trưng,Hà Nội,7.86,2.1815467646169897
"Nhà mới (5,4*9m) 4 tầng ở đường Phạm Thế Hiển P7 Q8, SHR hoàn công đủ, 4PN, LH:0934 123 ***","Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",48.5,4,3,4,Đã có sổ,2026-03-18,batdongsan,3.901972669574645,Quận 8,TP.HCM,4.75,1.749199854809259
"Bán Nhà riêng tạiXã Sơn Đồng, Huyện Hoài Đức, Hà Nội","Xã Sơn Đồng, Huyện Hoài Đức, Hà Nội",45.0,4,4,6,Đã có sổ,2026-03-03,thuviennhadat,3.828641396489095,Huyện Hoài Đức,Hà Nội,8.1,2.2082744135228043
Bán nhà mặt tiền hẻm 4m - 3PN - Nguyễn Văn Quỳ - Q7,"88, Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Hồ Chí Minh",21.2,3,1,2,Giấy tờ không xác định,2026-03-24,batdongsan,3.100092288878234,Quận 7,TP.HCM,1.49,0.9122827104766162
"BÁN NHÀ HẺM 4M, NGAY MẶT TIỀN, KHU CƯ XÁ ĐÔ THÀNH QUẬN 3, 4.1 X 12M, GỒM TRỆT, LỮNG, LẦU, 9.8 TỶ","Đường Số 5 Cư Xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",50.0,2,2,3,Đã có sổ,2026-03-23,batdongsan,3.9318256327243257,Quận 3,TP.HCM,9.8,2.379546134130174
"Bán Nhà riêng tạiNam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",30.0,3,4,5,Đã có sổ,2025-05-03,thuviennhadat,3.4339872044851463,Quận Hoàng Mai,Hà Nội,2.98,1.3812818192963463
"Vị trí vip quận 10, đường Tô Hiến Thành - cách mặt tiền 2 căn 29m2 x 4 tầng 4PN 4WC, 6.75 tỷ","Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",29.0,4,4,4,Đã có sổ,2026-03-31,batdongsan,3.4011973816621555,Quận 10,TP.HCM,6.75,2.0476928433652555
"Nhà mặt tiền Tân Thới Nhất 6, DT: 5,9x29m, giá 9,3 tỷ","Đường Tân Thới Nhất 6, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",170.0,2,1,1,Đã có sổ,2026-03-24,batdongsan,5.14166355650266,Quận 12,TP.HCM,9.3,2.33214389523559
Cần bán gấp căn nhà HXH thông Quang Trung P10 GV gần ngã 6 DT 4x17m 1 trệt lửng 2 lầu ST - 8.7tỷ,"Đường Quang Trung, Phường 10, Quận Gò Vấp, Hồ Chí Minh",68.0,4,5,4,Đã có sổ,2026-03-23,batdongsan,4.23410650459726,Quận Gò Vấp,TP.HCM,8.7,2.272125885509337
"Bán Nhà riêng tạiXã Lại Yên, Huyện Hoài Đức, Hà Nội","Xã Lại Yên, Huyện Hoài Đức, Hà Nội",40.0,4,3,5,Đã có sổ,2026-02-17,thuviennhadat,3.713572066704308,Huyện Hoài Đức,Hà Nội,4.35,1.6770965609079151
"Bán Nhà riêng tạiPhường Văn Quán, Quận Hà Đông, Hà Nội","Phường Văn Quán, Quận Hà Đông, Hà Nội",45.0,4,5,5,Đã có sổ,2025-12-15,thuviennhadat,3.828641396489095,Quận Hà Đông,Hà Nội,13.9,2.7013612129514133
"Giá Thật Thị Trường - 4mx15m, trệt, lầu, sân thượng, Liên khu 4-5, gần chợ","Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",60.0,2,2,2,Đã có sổ,2026-03-27,batdongsan,4.110873864173311,Quận Bình Tân,TP.HCM,4.89,1.7732559976634952
"Chính Chủ Cần Bán Nhà trệt + 3 Lầu, Đường rộng 20m Tại Phường An Phú, Quận 2. Giá Chỉ 21 tỷ","Đường 8, Phường An Phú, Quận 2, Hồ Chí Minh",100.0,4,5,3,Đã có sổ,2026-03-25,batdongsan,4.61512051684126,Quận 2,TP.HCM,21.0,3.091042453358316
Nhà bán 4x8.5m 1 trệt 2 lầu st 2PN 3WC hẻm / Kênh Tân Hoá - Giá 5.15 tỷ,"Đường Kênh Tân Hóa, Phường Phú Trung, Quận Tân Phú, Hồ Chí Minh",33.0,2,3,3,Đã có sổ,2026-03-19,batdongsan,3.5263605246161616,Quận Tân Phú,TP.HCM,5.15,1.8164520818184267
"Hẻm xe hơi ngang 7m, DT: 100m2 hơn, khúc Nguyễn Tri Phương, Hòa Hảo, Nguyễn Tiểu La, Q10","Đường Hòa Hảo, Phường 8, Quận 10, Hồ Chí Minh",98.0,1,1,1,Đã có sổ,2026-03-24,batdongsan,4.59511985013459,Quận 10,TP.HCM,18.0,2.9444389791664403
"Nhà Q6 4x18m, giá 4,7 tỷ, có sẵn 7tr/th, xây 4 tầng","Đường Tân Hòa Đông, Phường 14, Quận 6, Hồ Chí Minh",72.0,1,1,1,Đã có sổ,2026-03-28,batdongsan,4.290459441148391,Quận 6,TP.HCM,4.7,1.7404661748405046
"Bán Nhà riêng tạiNguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",46.0,4,6,7,Đã có sổ,2025-12-15,thuviennhadat,3.8501476017100584,Quận Thanh Xuân,Hà Nội,16.5,2.8622008809294686
"Bán Nhà riêng tạiHoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",42.3,6,4,8,Đã có sổ,2025-08-23,thuviennhadat,3.768152635008444,Quận Hoàng Mai,Hà Nội,6.9,2.066862759472976
"Bán Nhà riêng tạiĐặng Thai Mai, Phường Quảng An, Quận Tây Hồ, Hà Nội","Đặng Thai Mai, Phường Quảng An, Quận Tây Hồ, Hà Nội",72.0,4,4,7,Đã có sổ,2026-03-03,thuviennhadat,4.290459441148391,Quận Tây Hồ,Hà Nội,14.0,2.70805020110221
Nhà Bán 41 Nguyễn Oanh (Ngay Ngã 5 Chuồng chó)60M2 Ngang 5.0m 1 trệt 3 lầu Nhỉnh 6 tỷ P.10 Gò Vấp,"Đường Nguyễn Oanh, Phường 10, Quận Gò Vấp, Hồ Chí Minh",58.0,3,2,3,Đã có sổ,2026-03-27,batdongsan,4.07753744390572,Quận Gò Vấp,TP.HCM,6.6,2.028148247292285
Cần bán gấp nhà 66m2 - 1 trệt 2 lầu có ST. Đường 10m ô tô tránh. Giá nhỉnh 6 tỷ,"Phường 12, Quận Gò Vấp, Hồ Chí Minh",66.0,3,4,3,Đã có sổ,2026-03-26,batdongsan,4.204692619390966,Quận Gò Vấp,TP.HCM,6.95,2.0731719286662407
"Bán Nhà riêng tạiTân mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Tân mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",52.0,5,4,6,Đã có sổ,2025-08-23,thuviennhadat,3.970291913552122,Quận Hoàng Mai,Hà Nội,8.0,2.1972245773362196
Bán nhà góc 2 MT - sát mặt tiền đường Nguyễn Duy Cung P. 12 - Gò Vấp - HCM. Giá bán: 3 tỷ 790,"Đường Nguyễn Duy Cung, Phường 12, Quận Gò Vấp, Hồ Chí Minh",30.0,2,2,2,Đã có sổ,2026-03-30,batdongsan,3.4339872044851463,Quận Gò Vấp,TP.HCM,3.79,1.5665304114228238
"Bán NR 4PN 4WC, giá siêu hời 8,65 tỷ, 42m2 ở Thích Quảng Đức, p 5, Q.Phú Nhuận","Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Hồ Chí Minh",42.0,4,4,5,Đã có sổ,2026-03-26,batdongsan,3.7612001156935624,Quận Phú Nhuận,TP.HCM,8.65,2.2669579153508947
"Bán nhà gấp khu Tô Hiệu hẻm xe hơi 62m2 4,4x13 nhỉnh 6 tỷ","Đường Tô Hiệu, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",62.0,1,1,1,Đã có sổ,2026-03-29,batdongsan,4.143134726391533,Quận Tân Phú,TP.HCM,6.2,1.9740810260220096
Cách Mặt Tiền đường Thành Mỹ chỉ 15m - DT 4.9x13m [3 Tầng ST] Nhà đẹp ở ngay. Chỉ 7.9 tỷ TL,"Đường Thành Mỹ, Phường 8, Quận Tân Bình, Hồ Chí Minh",64.0,4,4,4,Đã có sổ,2026-03-30,batdongsan,4.174387269895637,Quận Tân Bình,TP.HCM,7.9,2.186051276738094
"Bán Nhà riêng tạiĐường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",31.0,4,3,4,Đã có sổ,2025-05-15,thuviennhadat,3.4657359027997265,Quận Hoàng Mai,Hà Nội,6.5,2.0149030205422647
NHÀ ĐẸP CƯ XÁ PHÚ THỌ HOÀ HẺM XE HƠI KINH DOANH ĐỈNH Giá chỉ: 9.1 TỶ (bớt lộc),"Đường Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh",54.0,4,4,4,Đã có sổ,2026-03-19,batdongsan,4.007333185232471,Quận 11,TP.HCM,9.1,2.312535423847214
Bán nhà hẻm ô tô Phú Nhuận 8 - 9 tỷ ô tô ngủ trong nhà,"Đường Lê Văn Sỹ, Phường 12, Quận Phú Nhuận, Hồ Chí Minh",72.0,5,4,5,Đã có sổ,2026-03-30,batdongsan,4.290459441148391,Quận Phú Nhuận,TP.HCM,9.2,2.322387720290225
Nhà 5 tầng mặt tiền khu dân cư Trịnh Quang Nghị,"Đường Bùi Minh Trực, Phường 7, Quận 8, Hồ Chí Minh",110.0,5,5,5,Đã có sổ,2026-03-27,batdongsan,4.709530201312334,Quận 8,TP.HCM,8.9,2.2925347571405443
6.5 Tỷ Siêu Phẩm nhà 3 tầng BTCT -Tân Thới Hiệp 02- Dương Thị Mười Quận 12- HXH- 71m2 ( 4.9 x 14m),"Đường Dương Thị Mười, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",71.0,3,2,3,Đã có sổ,2026-03-31,batdongsan,4.276666119016055,Quận 12,TP.HCM,6.5,2.0149030205422647
"Bán nhà Bùi Tá Hán, 11x20, 1 trệt, 2 lầu, st, 5pn, nhà mới đẹp, 58 tỷ","Đường Bùi Tá Hán, Phường An Phú, Quận 2, Hồ Chí Minh",230.0,6,6,4,Đã có sổ,2026-03-16,batdongsan,5.442417710521793,Quận 2,TP.HCM,58.0,4.07753744390572
BÁN NHÀ CẤP 4 - 2 TẦNG - 3 PN - DT 81 M2 ĐƯỜNG THÔNG 8 M - BÌNH TRƯNG TÂY - Q 2. CHỈ 8 Tỷ CHỐT NGAY,"Đường Số, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",81.0,3,2,2,Đã có sổ,2026-03-20,batdongsan,4.406719247264253,Quận 2,TP.HCM,8.0,2.1972245773362196
"CỰC HIẾM ! KHU VIP PHAN XÍCH LONG, 33M2, 2 TẦNG, HẺM XE HƠI, 5.99 TỶ","Đường Phùng Văn Cung, Phường 7, Quận Phú Nhuận, Hồ Chí Minh",33.0,2,2,2,Đã có sổ,2026-03-25,batdongsan,3.5263605246161616,Quận Phú Nhuận,TP.HCM,5.99,1.944480556245719
"Bán Nhà riêng tạiNgọc Thuỵ, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Ngọc Thuỵ, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",41.0,3,4,7,Đã có sổ,2026-12-01,thuviennhadat,3.7376696182833684,Quận Long Biên,Hà Nội,10.8,2.468099531471619
BÁN NHÀ NHỈNH 9 TỶ. HXH 6M. SÁT MẶT TIỀN ĐƯỜNG NGUYỄN THỊ THẬP Q7. 4 TẦNG. DT 65M2 - PHÁP LÍ CHUẨN,"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",65.0,4,5,4,Đã có sổ,2026-03-30,batdongsan,4.189654742026425,Quận 7,TP.HCM,9.0,2.302585092994046
VILLA MINI NGAY KHU DÁN CƯ VĨNH LỘC - 4 TẦNG 4 PN 86m2,"Đường 2, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",86.0,4,4,3,Đã có sổ,2026-03-24,batdongsan,4.465908118654584,Quận Bình Tân,TP.HCM,6.7,2.0412203288596382
"Hiếm có đường số 17, xe hơi thông, chỉ nhỉnh 8tỷ, Quận 7 - DT 4,2x17,5 2PN,2WC","Đường Số 17, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",75.2,2,2,2,Đã có sổ,2026-03-25,batdongsan,4.333361462692601,Quận 7,TP.HCM,8.2,2.2192034840549946
"Bán Nhà riêng tạiXã Kim Hoa, Huyện Mê Linh, Hà Nội","Xã  Kim Hoa, Huyện Mê Linh, Hà Nội",52.0,3,3,3,Giấy tờ không xác định,2025-09-30,thuviennhadat,3.970291913552122,Quận/Huyện khác,Hà Nội,2.48,1.247032293786383
"Bán Nhà riêng tạiPhan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội","Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",34.0,4,2,5,Đã có sổ,2025-12-30,thuviennhadat,3.5553480614894135,Quận Hà Đông,Hà Nội,6.9,2.066862759472976
"Giảm 200 triệu-nhà giá rẻ quận 2-2 tầng 55m2-3pn-sổ riêng-gần chợ-khu an ninh-6,1 tỷ thương lượng","Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",55.0,3,2,2,Đã có sổ,2026-03-18,batdongsan,4.02535169073515,Quận 2,TP.HCM,6.1,1.9600947840472698
"Bán Nhà riêng tạiViệt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội","Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",65.0,4,5,6,Đã có sổ,2026-03-27,thuviennhadat,4.189654742026425,Quận Long Biên,Hà Nội,18.9,2.990719731730447
NHÀ ĐÚC KIÊN CỐ - HẺM 5M NHỰA - NGAY TRUNG TÂM HÀNH CHÍNH - TIỆN ÍCH BAO LA,"Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",60.0,2,2,2,Đã có sổ,2026-03-24,batdongsan,4.110873864173311,Quận 12,TP.HCM,4.85,1.766441661243765
"BÁN NHÀ LÔ GÓC  MẶT TIỀN ĐƯỜNG SỐ, BÌNH TRƯNG ĐÔNG","Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",71.4,3,2,1,Đã có sổ,2026-03-18,batdongsan,4.282206299391671,Quận 2,TP.HCM,9.4,2.341805806147327
BÁN NHÀ 5 TẤM ĐÚC HOÀNG DIỆU 3PN - CÁCH 15M LÀ RA MẶT TIỀN,"Đường Hoàng Diệu, Phường 9, Quận 4, Hồ Chí Minh",25.0,3,4,5,Đã có sổ,2026-03-17,batdongsan,3.258096538021482,Quận 4,TP.HCM,5.9,1.9315214116032138
"3 lầu (3,8x14=53,2m công nhận đủ) có 6phòng dịch vụ vip thu nhập 40 tr/th Cầm Bá Thước cạnh PXLong","Đường Cầm Bá Thước, Phường 7, Quận Phú Nhuận, Hồ Chí Minh",53.2,6,6,4,Đã có sổ,2026-03-26,batdongsan,3.9926809084456005,Quận Phú Nhuận,TP.HCM,14.2,2.7212954278522306
Hiếm hẻm ô tô Tân Phú-Lê Thúc Hoạch-4.3x10-2tầng-không lộ giới-không quy hoạch-tiện ích đầy đủ,"Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",43.0,2,2,2,Đã có sổ,2026-03-19,batdongsan,3.784189633918261,Quận Tân Phú,TP.HCM,4.45,1.6956156086751528
"Bán gấp nhà Đặng Nguyên Cẩn, 4 x 15, 3 tầng BTCT, 4PN $WC, gần chợ Phú Lâm , oto vào tới nhà","Đường Đặng Nguyên Cẩn, Phường 14, Quận 6, Hồ Chí Minh",60.0,4,4,3,Đã có sổ,2026-03-22,batdongsan,4.110873864173311,Quận 6,TP.HCM,6.5,2.0149030205422647
"Bán Nhà biệt thự, liền kề tạiNgô Thì Nhậm, Phường La Khê, Quận Hà Đông, Hà Nội","Ngô Thì Nhậm, Phường La Khê, Quận Hà Đông, Hà Nội",40.0,4,5,6,Đã có sổ,2026-03-14,thuviennhadat,3.713572066704308,Quận Hà Đông,Hà Nội,19.2,3.005682604407159
"Nhà HXH Nguyễn Tiểu La quận 10 - DTSD 48,6m2 giảm gần 600tr chỉ 5.6 tỷ","153/, Đường Nguyễn Tiểu La, Phường 5, Quận 10, Hồ Chí Minh",24.3,2,2,2,Đã có sổ,2026-03-30,batdongsan,3.2308043957334744,Quận 10,TP.HCM,5.6,1.8870696490323797
BÁN NHÀ XÂY MỚI KHU ĐỒNG BỘ CAO TẦNG - HẺM XE HƠI NÉ NHAU,"Đường Lê Lợi, Phường 1, Quận Gò Vấp, Hồ Chí Minh",45.0,4,5,4,Đã có sổ,2026-03-30,batdongsan,3.828641396489095,Quận Gò Vấp,TP.HCM,8.5,2.2512917986064953
"NHÀ 3 TẦNG RỘNG RÃI, HẺM XE HƠI 6M , XE HƠI ĐỂ TRONG SÂN RỘNG NGAY PHƯỜNG BÌNH TRƯNG ĐÔNG Q2","Đường 3, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",84.0,3,3,3,Đã có sổ,2026-03-27,batdongsan,4.442651256490317,Quận 2,TP.HCM,7.5,2.1400661634962708
"Bán Nhà biệt thự, liền kề theo dự ánKhu đô thị mới Xa La tại Khu đô thị mới Xa La, Hạnh hoa, Phường Phúc La, Quận Hà Đông, Hà Nội","Khu đô thị mới Xa La, Hạnh hoa, Phường Phúc La, Quận Hà Đông, Hà Nội",120.0,4,5,4,Đã có sổ,2025-10-29,thuviennhadat,4.795790545596741,Quận Hà Đông,Hà Nội,41.0,3.7376696182833684
"NHÀ ĐẸP 4x14M, 3 TẦNG, HẺM XE HƠI DÂN TRÍ CAO, SÁT MẶT TIỀN NƠ TRANG LONG","Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, Hồ Chí Minh",56.0,4,3,3,Đã có sổ,2026-03-29,batdongsan,4.04305126783455,Quận Bình Thạnh,TP.HCM,9.13,2.315501318260592
"Bán Nhà riêng tạiĐường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",20.0,3,4,6,Đã có sổ,2025-04-10,thuviennhadat,3.044522437723423,Quận Hà Đông,Hà Nội,4.8,1.7578579175523736
"Bán Nhà riêng tạiLê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội","Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",50.0,3,2,2,Giấy tờ không xác định,2025-08-13,thuviennhadat,3.9318256327243257,Quận Nam Từ Liêm,Hà Nội,2.5,1.252762968495368
NHÀ ĐẸP PHỐ ẨM THỰC PHAN XÍCH LONG PHÚ NHUẬN LÔ GÓC THOÁNG FULL NỘI THẤT CHỈ 5.2 TỶ,"Đường Nguyễn Lâm, Phường 7, Quận Phú Nhuận, Hồ Chí Minh",26.0,3,2,2,Đã có sổ,2026-03-28,batdongsan,3.295836866004329,Quận Phú Nhuận,TP.HCM,5.2,1.824549292051046
bán nhà mới 100% hẻm xe hơi 9m đường Lạc Long Quân phường 3 quận 11 TPHCM,"121, Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",63.0,5,4,4,Đã có sổ,2026-03-24,batdongsan,4.1588830833596715,Quận 11,TP.HCM,10.5,2.4423470353692043
"Bán Nhà riêng tạigiáp bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","giáp bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",70.0,5,5,4,Đã có sổ,2026-03-27,thuviennhadat,4.2626798770413155,Quận Hoàng Mai,Hà Nội,15.5,2.803360380906535
"Khu dân cư hiện hữu Nhà mới, hoàn công đầy đủ 3,6m nở 3,9m x 15m- Sổ: 46m (thực tế 54,5 Nhỉnh 7 tỷ","Đường Tôn Thất Thuyết, Phường 16, Quận 4, Hồ Chí Minh",54.5,5,3,5,Đã có sổ,2026-03-19,batdongsan,4.0163830207523885,Quận 4,TP.HCM,7.1,2.0918640616783932
"Bán nhà riêng 751/5 Hồng Bàng, 15 tỷ, 37.2m2, chính chủ giá tốt, (có thể thương lượng)","751/5, Đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh",37.2,5,3,4,Đã có sổ,2026-03-02,batdongsan,3.6428355156125294,Quận 6,TP.HCM,15.0,2.772588722239781
"Bán Nhà riêng tạiKhâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội","Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",40.0,3,4,6,Đã có sổ,2026-04-01,thuviennhadat,3.713572066704308,Quận Đống Đa,Hà Nội,8.65,2.2669579153508947
Nhà đường Tô Hiến Thành cách mặt đường lớn vài căn. Thu nhập ổn định 30 triệu / tháng,"Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",37.0,4,4,4,Đã có sổ,2026-03-16,batdongsan,3.6375861597263857,Quận 10,TP.HCM,6.8,2.0541237336955462
"Bán Nhà riêng tạiYên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",65.0,9,9,9,Đã có sổ,2026-03-24,thuviennhadat,4.189654742026425,Quận Cầu Giấy,Hà Nội,13.0,2.6390573296152584
"Bán gấp nhà riêng 122m² nở hậu giá sốc 15 tỷ, gần Aeon Tân Phú, hẻm xe hơi, có thang máy","Đường 26/3, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh",122.0,6,7,4,Đã có sổ,2026-03-20,batdongsan,4.812184355372417,Quận Tân Phú,TP.HCM,15.0,2.772588722239781
"Nhà đẹp Phạm Văn Chí, 4PN, 3 tầng BTCT, giá chỉ 6.18 tỷ TL","Đường Phạm Văn Chí, Phường 8, Quận 6, Hồ Chí Minh",40.0,4,3,4,Đã có sổ,2026-03-21,batdongsan,3.713572066704308,Quận 6,TP.HCM,6.18,1.9712993830601329
SIÊU HIẾM! MẶT TIỀN HẺM VIP KINH DOANH KHÁCH DL - BẾN THÀNH - BỀ NGANG LỚN 5M - 23 TỶ,"Đường Lê Thị Riêng, Phường Bến Thành, Quận 1, Hồ Chí Minh",79.0,5,5,4,Đã có sổ,2026-03-28,batdongsan,4.382026634673881,Quận 1,TP.HCM,23.0,3.1780538303479458
"NHÀ THIẾT KẾ ĐẸP HIỆN ĐẠI 53M2, 3 TẦNG, HOÀN CÔNG, GẦN KĐT ĐÔNG TĂNG LONG, CHỢ LONG TRƯỜNG, QUẬN 9","Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",53.0,4,4,3,Đã có sổ,2026-03-23,batdongsan,3.9889840465642745,Quận 9,TP.HCM,5.95,1.9387416595767009
"Bán nhà góc 2 MT hẻm Cư Xá Lữ Gia Q.11, DT (7.5 x 12m) giá 20.5 tỷ","Phố Lý Thường Kiệt, Phường 15, Quận 11, Hồ Chí Minh",100.0,2,2,2,Đã có sổ,2026-03-16,batdongsan,4.61512051684126,Quận 11,TP.HCM,20.5,3.068052935133617
"Hẻm kinh doanh 12m 71/3C Chế Lan Viên, P. Tây Thạnh 5x15m cấp 4","Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",75.0,1,1,1,Đã có sổ,2026-03-30,batdongsan,4.330733340286331,Quận Tân Phú,TP.HCM,8.8,2.2823823856765264
BÁN NHÀ MỚI ĐẸP SIÊU PHẨM 3 TẤM Q4 VỊ TRÍ SIÊU VIP NGAY CHỢ XÓM CHIẾU GIÁP Q1 GIÁ 5 TỈ 190 SÁT MT,"Đường Lê Văn Linh, Phường 13, Quận 4, Hồ Chí Minh",33.0,2,2,3,Đã có sổ,2026-03-20,batdongsan,3.5263605246161616,Quận 4,TP.HCM,5.19,1.8229350866965048
