tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang,source_site
"Bán Nhà riêng tạiPhường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",5,"Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",34.0,3,4,6,Sổ hồng,2/7/2026,thuviennhadat
"Bán Nhà riêng tạiXã Di Trạch, Huyện Hoài Đức, Hà Nội",5.2,"Xã Di Trạch, Huyện Hoài Đức, Hà Nội",35.0,4,3,5,Sổ hồng,2/7/2026,thuviennhadat
"Bán Nhà mặt phố tạiĐường Quan Nhân, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",22.8,"Đường Quan Nhân, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",85.0,3,5,9,Sổ hồng,2/6/2026,thuviennhadat
"Bán Nhà riêng tạiVũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",7.85,"Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",38.0,4,3,6,Sổ hồng,2/6/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",2,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",13.0,3,2,5,Sổ hồng,2/6/2026,thuviennhadat
"Bán Nhà riêng tạiBùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",6.15,"Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",30.0,3,3,5,Sổ hồng,2/6/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",75,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",180.0,76,77,10,Sổ hồng,2/6/2026,thuviennhadat
"Bán Nhà riêng tạiPhường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",7.5,"Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",45.0,4,3,4,Sổ hồng,2/6/2026,thuviennhadat
"Bán Nhà riêng tạiXã Vân Côn, Huyện Hoài Đức, Hà Nội",3.9,"Xã Vân Côn, Huyện Hoài Đức, Hà Nội",41.0,4,3,5,Sổ hồng,2/7/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",13.5,"Đường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",78.0,3,2,3,Sổ hồng,2/6/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",13.5,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",40.0,3,4,7,Sổ hồng,2/6/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",5.9,"Đường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",33.0,3,3,4,Sổ hồng,2/5/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",7.6,"Đường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",41.0,5,3,6,Sổ hồng,2/5/2026,thuviennhadat
"Bán Nhà mặt phố tạiPhường Văn Quán, Quận Hà Đông, Hà Nội",15.8,"Phường Văn Quán, Quận Hà Đông, Hà Nội",59.0,5,5,5,Sổ hồng,2/6/2026,thuviennhadat
"Bán Nhà riêng tạiPhường Quang Trung, Quận Hà Đông, Hà Nội",9.2,"Phường Quang Trung, Quận Hà Đông, Hà Nội",42.0,6,6,5,Sổ hồng,2/6/2026,thuviennhadat
"Bán Nhà riêng tạiXã Đàn , Phường Phương Liên, Quận Đống Đa, Hà Nội",8.95,"Xã Đàn , Phường Phương Liên, Quận Đống Đa, Hà Nội",36.0,3,4,6,Sổ hồng,2/5/2026,thuviennhadat
"Bán Nhà riêng tạiKim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",14.5,"Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",60.0,7,4,5,Sổ hồng,2/5/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội",69.5,"Đường Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội",150.0,7,7,10,Sổ hồng,2/5/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",5,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",20.0,3,4,5,Sổ hồng,2/4/2026,thuviennhadat
"Bán Nhà biệt thự, liền kề tạiĐường Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",72,"Đường Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",205.0,5,5,11,Sổ hồng,2/5/2026,thuviennhadat
"Bán Nhà riêng tạiPhương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",34.98,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",64.0,5,7,9,Sổ hồng,2/5/2026,thuviennhadat
"Bán Nhà riêng tạiKhương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",6.9,"Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",26.0,3,4,5,Sổ hồng,2/4/2026,thuviennhadat
"Bán Nhà riêng tạiPhố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",9.5,"Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",32.0,4,4,5,Sổ hồng,2/5/2026,thuviennhadat
"Bán Nhà riêng tạiĐịnh Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",6.8,"Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",28.0,3,3,4,Sổ hồng,2/4/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",5.9,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",20.0,3,4,5,Sổ hồng,2/4/2026,thuviennhadat
"Bán Nhà riêng tạiĐa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",6.18,"Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",33.0,4,4,5,Sổ hồng,2/5/2026,thuviennhadat
"Bán Nhà mặt phố tạiĐỗ Quoang, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",57.5,"Đỗ Quoang, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",94.0,2,9,8,Sổ hồng,2/5/2026,thuviennhadat
"Bán Nhà mặt phố tạiĐường Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",62.3,"Đường Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",105.0,11,12,8,Sổ hồng,2/4/2026,thuviennhadat
"Bán Nhà phố thương mại tạiĐường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",40.6,"Đường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",135.0,36,36,7,Sổ hồng,2/4/2026,thuviennhadat
"Bán Nhà riêng tạiVăn Hương, phường Văn Chương, Quận Đống Đa, Hà Nội",3.9,"Văn Hương, phường Văn Chương, Quận Đống Đa, Hà Nội",19.0,3,2,5,Sổ hồng,2/3/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",44.7,"Đường Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",130.0,33,33,9,Sổ hồng,2/4/2026,thuviennhadat
"Bán Nhà riêng tạiBạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",15.9,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",50.0,3,5,6,Sổ hồng,2/4/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",3.9,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",19.0,3,2,5,Sổ hồng,2/3/2026,thuviennhadat
"Bán Nhà riêng tạiPhố Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",9.8,"Phố Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",40.0,4,3,6,Sổ hồng,2/3/2026,thuviennhadat
"Bán Nhà riêng tạiKĐT Tây Nam Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",8,"KĐT Tây Nam Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",35.0,3,3,6,Sổ hồng,2/3/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",4.1,"Đường Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",36.0,2,2,2,Sổ hồng,2/2/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",22,"Đường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",200.0,6,5,23,Sổ hồng,2/3/2026,thuviennhadat
"Bán Nhà mặt phố tạiĐường Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",249.5,"Đường Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",250.0,2,10,9,Sổ hồng,2/3/2026,thuviennhadat
"Bán Nhà riêng tạiLương Định Của, Phường Kim Liên, Quận Đống Đa, Hà Nội",9.8,"Lương Định Của, Phường Kim Liên, Quận Đống Đa, Hà Nội",28.0,3,4,6,Sổ hồng,2/3/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",7.6,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",30.0,2,2,6,Sổ hồng,2/2/2026,thuviennhadat
"Bán Nhà mặt phố tạiĐường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội",99.5,"Đường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội",160.0,4,5,5,Sổ hồng,2/3/2026,thuviennhadat
"Bán Nhà riêng tạiPhường La Khê, Quận Hà Đông, Hà Nội",8,"Phường La Khê, Quận Hà Đông, Hà Nội",40.0,3,4,5,Sổ hồng,1/31/2026,thuviennhadat
"Bán Nhà riêng tạiHuỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",9.8,"Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",50.0,3,3,4,Sổ hồng,1/31/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",7.9,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",33.0,4,4,6,Sổ hồng,1/31/2026,thuviennhadat
"Bán Nhà riêng tạiTân triều, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",9.5,"Tân triều, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",38.0,6,5,6,Sổ hồng,2/1/2026,thuviennhadat
"Bán Nhà mặt phố tạiPháo đài láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",31.9,"Pháo đài láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",56.0,8,5,9,Sổ hồng,1/31/2026,thuviennhadat
"Bán Nhà biệt thự, liền kề tạiĐường Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",42,"Đường Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",130.0,6,7,5,Sổ hồng,2/1/2026,thuviennhadat
"Bán Nhà mặt phố tạiHoàng Cầu, Phường Cát Linh, Quận Đống Đa, Hà Nội",26,"Hoàng Cầu, Phường Cát Linh, Quận Đống Đa, Hà Nội",60.0,4,5,6,Sổ hồng,2/1/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",8.2,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",33.0,4,4,5,Sổ hồng,1/31/2026,thuviennhadat
"Bán Nhà biệt thự, liền kề tạiĐường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",41.5,"Đường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",140.0,4,6,7,Sổ hồng,1/31/2026,thuviennhadat
"Bán Nhà mặt phố tạiPhường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",5.9,"Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",33.0,3,3,6,Sổ hồng,1/30/2026,thuviennhadat
"Bán Nhà riêng tạiPhường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",6,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",40.0,4,3,6,Sổ hồng,1/30/2026,thuviennhadat
"Bán Nhà riêng tạiXã Sơn Đồng, Huyện Hoài Đức, Hà Nội",4.4,"Xã Sơn Đồng, Huyện Hoài Đức, Hà Nội",40.0,4,3,5,Sổ hồng,1/30/2026,thuviennhadat
"Bán Nhà riêng tạiyên lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",8.45,"yên lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",31.5,3,2,5,Sổ hồng,1/30/2026,thuviennhadat
"Bán Nhà riêng tạiPhường Phương Canh, Quận Nam Từ Liêm, Hà Nội",5.5,"Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",33.0,4,3,6,Sổ hồng,1/30/2026,thuviennhadat
"Bán Nhà riêng tạiXã Di Trạch, Huyện Hoài Đức, Hà Nội",4.35,"Xã Di Trạch, Huyện Hoài Đức, Hà Nội",32.0,3,4,5,Sổ hồng,1/30/2026,thuviennhadat
"Bán Nhà riêng tạiXã La Phù, Huyện Hoài Đức, Hà Nội",4.35,"Xã La Phù, Huyện Hoài Đức, Hà Nội",32.0,3,4,5,Sổ hồng,1/30/2026,thuviennhadat
"Bán Nhà riêng tạiLê Duẩn, Phường Văn Miếu, Quận Đống Đa, Hà Nội",14.5,"Lê Duẩn, Phường Văn Miếu, Quận Đống Đa, Hà Nội",86.0,4,3,7,Sổ hồng,1/30/2026,thuviennhadat
"Bán Nhà biệt thự, liền kề tạiĐường Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",62,"Đường Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",430.0,5,5,11,Sổ hồng,1/29/2026,thuviennhadat
"Bán Nhà mặt phố tạiLương Đình Của, Phường Phương Mai, Quận Đống Đa, Hà Nội",66,"Lương Đình Của, Phường Phương Mai, Quận Đống Đa, Hà Nội",107.0,3,12,10,Sổ hồng,1/28/2026,thuviennhadat
"Bán Nhà riêng tạiThôn Nhì, Phúc Thịnh, Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",6.5,"Thôn Nhì, Phúc Thịnh, Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",48.0,3,6,5,Sổ hồng,1/28/2026,thuviennhadat
"Bán Nhà riêng tạixã Vân Hà, Đông Anh, Hà Nội",7.9,"xã Vân Hà, Đông Anh, Hà Nội",120.0,4,3,6,Sổ hồng,1/28/2026,thuviennhadat
"Bán Nhà riêng tạiQuốc Tử Giám, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",14.8,"Quốc Tử Giám, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",42.0,3,4,7,Sổ hồng,1/28/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Bằng Liệt, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",23.8,"Đường Bằng Liệt, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",91.0,7,8,9,Sổ hồng,1/29/2026,thuviennhadat
"Bán Nhà riêng tạiTrường Chinh , Phường Khương Mai, Quận Thanh Xuân, Hà Nội",12.5,"Trường Chinh , Phường Khương Mai, Quận Thanh Xuân, Hà Nội",43.0,4,4,7,Sổ hồng,1/27/2026,thuviennhadat
"Bán Nhà riêng tạiHoàng Đạo Thành , Phường Khương Đình, Quận Thanh Xuân, Hà Nội",9.5,"Hoàng Đạo Thành , Phường Khương Đình, Quận Thanh Xuân, Hà Nội",46.0,4,3,6,Sổ hồng,1/27/2026,thuviennhadat
"Bán Nhà riêng tạiVũ Tông Phan , Phường Khương Đình, Quận Thanh Xuân, Hà Nội",9,"Vũ Tông Phan , Phường Khương Đình, Quận Thanh Xuân, Hà Nội",35.0,3,4,6,Sổ hồng,1/27/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Sài Đồng, Phường Phúc Lợi, Quận Long Biên, Hà Nội",21.5,"Đường Sài Đồng, Phường Phúc Lợi, Quận Long Biên, Hà Nội",55.0,4,5,7,Sổ hồng,1/28/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",3.9,"Đường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",20.0,3,2,4,Sổ hồng,1/27/2026,thuviennhadat
"Bán Nhà riêng tạiHoàng Văn Thái , Phường Khương Mai, Quận Thanh Xuân, Hà Nội",10.5,"Hoàng Văn Thái , Phường Khương Mai, Quận Thanh Xuân, Hà Nội",35.5,3,4,7,Sổ hồng,1/27/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",4.2,"Đường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",20.0,3,2,5,Sổ hồng,1/27/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",16.4,"Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",48.0,3,5,6,Sổ hồng,1/26/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",22.7,"Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",63.0,5,6,8,Sổ hồng,1/27/2026,thuviennhadat
"Bán Nhà riêng tạiPhố Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",8.5,"Phố Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",40.0,3,4,6,Sổ hồng,1/27/2026,thuviennhadat
"Bán Nhà riêng tạiTrương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",7.5,"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",26.0,3,4,5,Sổ hồng,1/26/2026,thuviennhadat
"Bán Nhà riêng tạiHồ Ba Mẫu, Phường Văn Miếu, Quận Đống Đa, Hà Nội",11.68,"Hồ Ba Mẫu, Phường Văn Miếu, Quận Đống Đa, Hà Nội",46.0,3,4,7,Giấy tờ không xác định,1/26/2026,thuviennhadat
"Bán Nhà riêng tạiđại mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",8.05,"đại mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",35.0,5,4,6,Sổ hồng,1/25/2026,thuviennhadat
"Bán Nhà riêng tạiQuan Nhân , Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",8.2,"Quan Nhân , Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",35.0,3,4,6,Sổ hồng,1/24/2026,thuviennhadat
"Bán Nhà riêng tạiLương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",11.9,"Lương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",40.0,5,6,7,Sổ hồng,1/19/2026,thuviennhadat
"Bán Nhà riêng tạiHoàng Quốc Việt , Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",11,"Hoàng Quốc Việt , Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",35.0,5,6,6,Sổ hồng,1/24/2026,thuviennhadat
"Bán Nhà riêng tạiKhương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",10,"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",40.0,4,3,6,Sổ hồng,1/24/2026,thuviennhadat
"Bán Nhà riêng tạiHoàng Quốc Việt , Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",8,"Hoàng Quốc Việt , Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",35.0,3,4,5,Sổ hồng,1/24/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",5.15,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",38.0,3,4,5,Sổ hồng,1/23/2026,thuviennhadat
"Bán Nhà mặt phố tạiĐường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",18.85,"Đường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",60.0,4,5,5,Sổ hồng,1/23/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",3,"Đường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",13.0,4,2,5,Sổ hồng,1/23/2026,thuviennhadat
"Bán Nhà riêng tạiTôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",10.25,"Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",47.0,3,3,7,Sổ hồng,1/23/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội",10.85,"Đường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội",40.0,4,3,5,Sổ hồng,1/23/2026,thuviennhadat
"Bán Nhà riêng tạiHồ Ba Mẫu, Phường Văn Miếu, Quận Đống Đa, Hà Nội",9.79,"Hồ Ba Mẫu, Phường Văn Miếu, Quận Đống Đa, Hà Nội",37.0,3,5,6,Sổ hồng,1/23/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",8.9,"Đường Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",56.0,4,3,6,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà mặt phố tạiVương thừa vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",54.5,"Vương thừa vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",73.0,8,6,9,Sổ hồng,1/23/2026,thuviennhadat
"Bán Nhà riêng tạiNguyễn Trãi , Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",8.3,"Nguyễn Trãi , Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",40.0,3,3,6,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",2.8,"Đường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",13.0,3,2,4,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiXã Vân Canh, Huyện Hoài Đức, Hà Nội",5.3,"Xã Vân Canh, Huyện Hoài Đức, Hà Nội",32.0,3,4,5,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiHoàng Quốc Việt , Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",8.5,"Hoàng Quốc Việt , Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",35.0,3,4,5,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiVĩnh Phúc , Phường Ngọc Hà, Quận Ba Đình, Hà Nội",12,"Vĩnh Phúc , Phường Ngọc Hà, Quận Ba Đình, Hà Nội",40.0,3,4,7,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Ngô gia Tự, Phường Bồ Đề, Quận Long Biên, Hà Nội",11.5,"Đường Ngô gia Tự, Phường Bồ Đề, Quận Long Biên, Hà Nội",35.0,3,6,6,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà mặt phố tạiĐường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",28.9,"Đường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",71.0,4,6,7,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiNgọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",7.7,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",38.0,3,3,6,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà mặt phố tạiPhố Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",9,"Phố Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",33.0,3,3,6,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiNguyễn Sơn, Phường Bồ Đề, Quận Long Biên, Hà Nội",10.75,"Nguyễn Sơn, Phường Bồ Đề, Quận Long Biên, Hà Nội",43.2,3,3,7,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà riêng tạibồ đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",7.8,"bồ đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",31.0,2,2,6,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiXã Di Trạch, Huyện Hoài Đức, Hà Nội",6.9,"Xã Di Trạch, Huyện Hoài Đức, Hà Nội",36.0,4,4,6,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiPhường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",8.7,"Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",67.0,4,4,6,Giấy tờ không xác định,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiThị trấn Phùng, Huyện Đan Phượng, Hà Nội",5.8,"Thị trấn Phùng, Huyện Đan Phượng, Hà Nội",58.0,4,3,5,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiXã An Khánh, Huyện Hoài Đức, Hà Nội",7.7,"Xã An Khánh, Huyện Hoài Đức, Hà Nội",124.0,3,2,6,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Ngọc Lâm, Phường Bồ Đề, Quận Long Biên, Hà Nội",19.5,"Đường Ngọc Lâm, Phường Bồ Đề, Quận Long Biên, Hà Nội",51.0,4,6,8,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiXã Vân Canh, Huyện Hoài Đức, Hà Nội",5.2,"Xã Vân Canh, Huyện Hoài Đức, Hà Nội",33.0,3,4,5,Giấy tờ không xác định,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiPhường Bưởi, Quận Tây Hồ, Hà Nội",10.18,"Phường Bưởi, Quận Tây Hồ, Hà Nội",39.0,3,5,5,Sổ hồng,1/21/2026,thuviennhadat
