tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang
"Bán Nhà biệt thự, liền kề tạiPhường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",150,"Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",210,7,5,10,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiVương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",9.3,"Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",50,8,3,6,Giấy tờ không xác định,10/2/2025
"Bán Nhà riêng tạiHồ Đắc Di, Đống Đa, Hà Nội",11,"Hồ Đắc Di, Đống Đa, Hà Nội",39,6,4,6,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiĐường Hào Nam, Ô Chợ Dừa, Đống Đa, Hà Nội",11,"Đường Hào Nam, Ô Chợ Dừa, Đống Đa, Hà Nội",52,4,4,4,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiTrần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",81,"Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",352,5,5,11,Giấy tờ không xác định,10/3/2025
"Bán Nhà riêng tạiNguyễn Phong Sắc, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",29.4,"Nguyễn Phong Sắc, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",80,4,5,7,Giấy tờ không xác định,10/2/2025
"Bán Nhà riêng tạiPhường Yên Nghĩa, Quận Hà Đông, Hà Nội",12.93,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",51,4,2,8,Sổ hồng,10/3/2025
"Bán Nhà riêng tạiMễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",18.4,"Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",61,11,11,8,Giấy tờ không xác định,10/2/2025
"Bán Nhà biệt thự, liền kề tạiPhường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",145,"Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",205,6,6,6,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiLong Biên Hà Nội Đường Ngọc Thụy, Ngọc Thụy",7.83,"Long Biên Hà Nội                             Đường Ngọc Thụy, Ngọc Thụy",37,3,3,6,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiPhường Hà Cầu, Quận Hà Đông, Hà Nội",12,"Phường Hà Cầu, Quận Hà Đông, Hà Nội",40,4,4,8,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiCầu kênh Tân Lập, Đan Phượng, Hà Nội",4.35,"Cầu kênh Tân Lập, Đan Phượng, Hà Nội",30,3,3,5,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiĐường 70, Đại Mỗ, Nam Từ Liêm, Hà Nội",9.85,"Đường 70, Đại Mỗ, Nam Từ Liêm, Hà Nội",35,4,5,6,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiPhường Trương Định, Quận Hai Bà Trưng, Hà Nội",24,"Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",193,3,2,6,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiDịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",15.5,"Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",62,6,4,7,Giấy tờ không xác định,10/2/2025
"Bán Nhà mặt phố tạiTrường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",26.6,"Trường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",58,1,7,7,Giấy tờ không xác định,10/2/2025
"Bán Nhà riêng tạiPhường Ngọc Khánh, Quận Ba Đình, Hà Nội",53,"Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",120,11,11,9,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiĐường Phương Mai, Phương Mai, Đống Đa Hà Nội",3.68,"Đường Phương Mai, Phương Mai, Đống Đa Hà Nội",60,2,1,4,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiĐường Xuân Đỉnh, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",9,"Đường Xuân Đỉnh, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",43,4,2,5,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiPhường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",3.35,"Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",22,3,3,4,Giấy tờ không xác định,10/2/2025
"Bán Nhà mặt phố tạiphố Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội,",38,"phố Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội,",110,27,27,8,Sổ hồng,10/2/2025
"Bán Nhà mặt phố tạiKhương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",19,"Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",70,2,2,7,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiĐường Hoàng Mai, Hoàng Văn Thụ, Hoàng Mai, Hà Nội",16,"Đường Hoàng Mai, Hoàng Văn Thụ, Hoàng Mai, Hà Nội",65,4,4,8,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiQuan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",6,"Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",33,3,3,4,Giấy tờ không xác định,10/2/2025
"Bán Nhà riêng tạiCầu kênh Tân Lập, Đan Phượng, Hà Nội",4.35,"Cầu kênh Tân Lập, Đan Phượng, Hà Nội",30,3,3,5,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiĐường Lê Trọng Tấn, Khương Mai, Thanh Xuân Hà Nội",20,"Đường Lê Trọng Tấn, Khương Mai, Thanh Xuân Hà Nội",65,6,6,7,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiĐường Định Công, Hoàng Mai Hà Nội",8.6,"Đường Định Công, Hoàng Mai Hà Nội",38,4,5,6,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiLong Biên Hà Nội Đường Ngô Gia Tự, Đức Giang",9.5,"Long Biên Hà Nội                             Đường Ngô Gia Tự, Đức Giang",50,4,5,6,Sổ hồng,10/2/2025
"Bán Nhà mặt phố tạiTrần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",67,"Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",75,5,5,11,Giấy tờ không xác định,10/2/2025
"Bán Nhà riêng tạiCầu Giấy Hà Nội Đường Xuân Thủy, Dịch Vọng Hậu",12.95,"Cầu Giấy Hà Nội                             Đường Xuân Thủy, Dịch Vọng Hậu",35,3,4,7,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiLong Biên Hà Nội Đường Ngọc Thụy, Ngọc Thụy",9.7,"Long Biên Hà Nội                             Đường Ngọc Thụy, Ngọc Thụy",36,3,5,6,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiĐường Ngọc Thụy, Long Biên, Long Biên Hà Nội",5.8,"Đường Ngọc Thụy, Long Biên, Long Biên Hà Nội",32,3,3,5,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiBa Đình Hà Nội Đường Ngọc Hà, Ngọc Hà",10.5,"Ba Đình Hà Nội                             Đường Ngọc Hà, Ngọc Hà",33,3,5,7,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiĐường Hàm Nghi, Mỹ Đình 1, Nam Từ Liêm Hà Nội",14.8,"Đường Hàm Nghi, Mỹ Đình 1, Nam Từ Liêm Hà Nội",45,5,6,7,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiLạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",15.5,"Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",58,4,3,7,Giấy tờ không xác định,10/2/2025
"Bán Nhà riêng tạiĐường Đàm Quang Trung, Phường Long Biên, Quận Long Biên",7,"Đường Đàm Quang Trung, Phường Long Biên, Quận Long Biên",32,3,4,5,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiTrần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",7,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",35,3,4,6,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiKim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",23.9,"Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",54,4,6,7,Giấy tờ không xác định,10/2/2025
"Bán Nhà riêng tạiPhố Vũ Xuân Thiều, Sài Đồng, Long Biên, Hà Nội",4.85,"Phố Vũ Xuân Thiều, Sài Đồng, Long Biên, Hà Nội",38,3,3,3,Sổ hồng,10/1/2025
"Bán Nhà riêng tạiPhường Giáp Bát, Quận Hoàng Mai, Hà Nội",9.1,"Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",30,3,4,5,Sổ hồng,10/2/2025
"Bán Nhà riêng tạiKim Mã, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",25,"Kim Mã, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",80,10,11,8,Sổ hồng,10/1/2025
"Bán Nhà riêng tạiPhường Khâm Thiên, Quận Đống Đa, Hà Nội",6.1,"Phường Khâm Thiên, Quận Đống Đa, Hà Nội",34,4,4,6,Sổ hồng,10/1/2025
"Bán Nhà mặt phố tạiPhường Hạ Đình, Quận Thanh Xuân, Hà Nội",28,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",90,6,7,7,Sổ hồng,10/1/2025
"Bán Nhà riêng tạiVũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",8,"Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",54,2,1,6,Sổ hồng,10/1/2025
"Bán Nhà riêng tạiAn Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",2.1,"An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",47,2,1,2,Giấy tờ không xác định,10/1/2025
"Bán Nhà riêng tạiKim Ngưu, Thanh Lương, Hai Bà Trưng, Hà Nội",4.63,"Kim Ngưu, Thanh Lương, Hai Bà Trưng, Hà Nội",193,4,2,3,Sổ hồng,10/1/2025
"Bán Nhà biệt thự, liền kề tạiĐịnh Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",48.3,"Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",152,5,5,5,Sổ hồng,10/1/2025
"Bán Nhà mặt phố tạiPhường Nhân Chính, Quận Thanh Xuân, Hà Nội",74,"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",110,8,8,9,Sổ hồng,10/1/2025
"Bán Nhà riêng theo dự ánKhu dân cư Vạn Phú tại 289 Lacasta Văn Phú, Phú La, Hà Đông, Hà Nội",22.9,"289 Lacasta Văn Phú, Phú La, Hà Đông, Hà Nội",73,6,6,5,Sổ hồng,10/1/2025
"Bán Nhà riêng tạiNguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",20,"Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",64,4,3,7,Giấy tờ không xác định,10/1/2025
"Bán Nhà riêng tạiHoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",16,"Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",50,3,4,5,Giấy tờ không xác định,10/1/2025
"Bán Nhà mặt phố tạiLê Lợi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",14.9,"Lê Lợi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",90,4,4,8,Sổ hồng,10/1/2025
"Bán Nhà riêng tạiPhường Trung Hòa, Quận Cầu Giấy, Hà Nội",14.3,"Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",42,4,4,6,Sổ hồng,10/1/2025
"Bán Nhà riêng tạiĐường Hồ Tùng Mậu, Mai Dịch, Cầu Giấy Hà Nội",8,"Đường Hồ Tùng Mậu, Mai Dịch, Cầu Giấy Hà Nội",30,3,4,6,Sổ hồng,10/1/2025
"Bán Nhà mặt phố tạiPhường Trúc Bạch, Quận Ba Đình, Hà Nội",205,"Phường Trúc Bạch, Quận Ba Đình, Hà Nội",219,4,3,21,Giấy tờ không xác định,10/1/2025
"Bán Nhà biệt thự, liền kề tạiĐường 1, Biên Giang, Hà Đông Hà Nội",22.5,"Đường 1, Biên Giang, Hà Đông Hà Nội",90,4,3,8,Sổ hồng,10/1/2025
"Bán Nhà riêng tạiKđt Mậu Lương - Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",19,"Kđt Mậu Lương - Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",58.8,3,3,4,Giấy tờ không xác định,10/1/2025
"Bán Nhà riêng tạiĐường 179, Phú Thị, Gia Lâm Hà Nội",8.5,"Đường 179, Phú Thị, Gia Lâm Hà Nội",85,4,4,4,Sổ hồng,10/1/2025
"Bán Nhà riêng tạiĐường Tư Đình, Long Biên, Long Biên Hà Nội",6.8,"Đường Tư Đình, Long Biên, Long Biên Hà Nội",37,3,4,5,Sổ hồng,10/1/2025
"Bán Nhà riêng tạiThanh Xuân Hà Nội Đường Khương Hạ, Khương Đình",12.8,"Thanh Xuân Hà Nội                             Đường Khương Hạ, Khương Đình",45,10,10,7,Sổ hồng,10/1/2025
"Bán Nhà riêng tạiPhường Đội Cấn, Quận Ba Đình, Hà Nội",17,"Phường Đội Cấn, Quận Ba Đình, Hà Nội",83,12,12,7,Sổ hồng,10/1/2025
"Bán Nhà riêng tạiNghĩa Dũng, Phường Phúc Xá, Quận Ba Đình, Hà Nội",6.5,"Nghĩa Dũng, Phường Phúc Xá, Quận Ba Đình, Hà Nội",40,3,2,3,Giấy tờ không xác định,10/1/2025
"Bán Nhà mặt phố tạiĐường Đại La, Đồng Tâm, Hai Bà Trưng, Hà Nội",115,"Đường Đại La, Đồng Tâm, Hai Bà Trưng, Hà Nội",240,5,3,11,Sổ hồng,10/1/2025
"Bán Nhà mặt phố tạiĐường Cổ Nhuế, Cổ Nhuế 2, Bắc Từ Liêm Hà Nội",7.9,"Đường Cổ Nhuế, Cổ Nhuế 2, Bắc Từ Liêm Hà Nội",46,4,4,7,Sổ hồng,10/1/2025
"Bán Nhà riêng tạiNgô Sỹ Liên, Phường Cát Linh, Quận Đống Đa, Hà Nội",3.65,"Ngô Sỹ Liên, Phường Cát Linh, Quận Đống Đa, Hà Nội",18,3,3,6,Giấy tờ không xác định,10/1/2025
"Bán Nhà mặt phố tạiĐường Quảng An, Quảng An, Tây Hồ Hà Nội",327,"Đường Quảng An, Quảng An, Tây Hồ Hà Nội",356,5,5,10,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiĐường Bát Khối, Cự Khối, Long Biên, Hà Nội",5.1,"Đường Bát Khối, Cự Khối, Long Biên, Hà Nội",32,5,4,5,Sổ hồng,10/1/2025
"Bán Nhà riêng tạiXã Liên Ninh, Huyện Thanh Trì, Hà Nội",4.25,"Xã Liên Ninh, Huyện Thanh Trì, Hà Nội",30,3,1,4,Giấy tờ không xác định,9/30/2025
"Bán Nhà riêng tạiNgọc Hồi, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",5,"Ngọc Hồi, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",40,4,3,4,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiPhường Trung Hòa, Quận Cầu Giấy, Hà Nội",42.5,"Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",101,6,5,5,Giấy tờ không xác định,9/30/2025
"Bán Nhà riêng tạiTrần Cung, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",28,"Trần Cung, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",109,2,2,8,Giấy tờ không xác định,9/30/2025
"Bán Nhà riêng tạiPhố Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",6.35,"Phố Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",38,3,3,5,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiĐường Vào Thanh Am, Phường Việt Hưng, Quận Long Biên, Hà Nội",9.9,"Đường Vào Thanh Am, Phường Việt Hưng, Quận Long Biên, Hà Nội",40,4,5,6,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiNgọc Khánh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",8.2,"Ngọc Khánh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",36,5,4,6,Sổ hồng,9/30/2025
"Bán Nhà biệt thự, liền kề tạiĐường Hồ Tùng Mậu, Mai Dịch, Cầu Giấy, Hà Nội",27,"Đường Hồ Tùng Mậu, Mai Dịch, Cầu Giấy, Hà Nội",80,6,10,8,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiĐống Đa Hà Nội Đường Trường Chinh, Khương Thượng",15.5,"Đống Đa Hà Nội                             Đường Trường Chinh, Khương Thượng",48,4,4,7,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiĐường Lạc Long Quân, Thụy Khuê, Tây Hồ Hà Nội",18.5,"Đường Lạc Long Quân, Thụy Khuê, Tây Hồ Hà Nội",52,6,5,7,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiĐường Thạch Bàn, Thạch Bàn, Long Biên, Hà Nội",7.9,"Đường Thạch Bàn, Thạch Bàn, Long Biên, Hà Nội",42,3,4,6,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiXã Kim Hoa, Huyện Mê Linh, Hà Nội",2.48,"Xã  Kim Hoa, Huyện Mê Linh, Hà Nội",52,3,3,3,Giấy tờ không xác định,9/30/2025
"Bán Nhà riêng tạiĐường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",5,"Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",38,3,4,5,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiĐường 21B, Bích Hòa, Thanh Oai, Hà Nội",4.8,"Đường 21B, Bích Hòa, Thanh Oai, Hà Nội",36,4,3,4,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiĐường Dương Quảng Hàm, Quan Hoa, Cầu Giấy Hà Nội",11.3,"Đường Dương Quảng Hàm, Quan Hoa, Cầu Giấy Hà Nội",40,5,4,7,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiPhố Trần Khát Chân, Hai Bà Trưng, Hà Nội",8.8,"Phố Trần Khát Chân, Hai Bà Trưng, Hà Nội",35,3,4,6,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiĐường Kim Giang, Đại Kim, Hoàng Mai, Hà Nội",7.6,"Đường Kim Giang, Đại Kim, Hoàng Mai, Hà Nội",36,4,3,6,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiĐường Kẻ Tạnh, Giang Biên, Long Biên, Hà Nội",5.9,"Đường Kẻ Tạnh, Giang Biên, Long Biên, Hà Nội",36,3,4,5,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiĐường Hoàng Văn Thái, Khương Trung, Thanh Xuân, Hà Nội",12.8,"Đường Hoàng Văn Thái, Khương Trung, Thanh Xuân, Hà Nội",50,4,4,4,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiĐường Hoàng Quốc Việt, Nghĩa Đô, Cầu Giấy, Hà Nội",31,"Đường Hoàng Quốc Việt, Nghĩa Đô, Cầu Giấy, Hà Nội",65,8,8,8,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiXuân đỉnh, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",5.9,"Xuân đỉnh, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",50,4,5,5,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiTrương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",7.5,"Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",46,4,5,6,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiYên Hoà, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",7.9,"Yên Hoà, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",30,3,3,6,Giấy tờ không xác định,9/30/2025
"Bán Nhà riêng tạiQuan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",25,"Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",70,4,3,8,Giấy tờ không xác định,9/30/2025
"Bán Nhà riêng tạiKđt Mậu Lương - Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",19,"Kđt Mậu Lương - Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",50,3,4,7,Giấy tờ không xác định,9/30/2025
"Bán Nhà riêng tạiĐại an, Phường Văn Quán, Quận Hà Đông, Hà Nội",20,"Đại an, Phường Văn Quán, Quận Hà Đông, Hà Nội",55,4,3,8,Giấy tờ không xác định,9/30/2025
"Bán Nhà mặt phố tạiTrần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",32.8,"Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",66,2,6,7,Giấy tờ không xác định,9/30/2025
"Bán Nhà riêng tạiThái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",4.3,"Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",60,2,1,4,Giấy tờ không xác định,9/30/2025
"Bán Nhà riêng tạiTrần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",2.55,"Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",16,2,3,3,Giấy tờ không xác định,9/30/2025
"Bán Nhà biệt thự, liền kề theo dự ánKhu đô thị mới Văn Quán tại Bt6 Kđt Văn Quán, Văn Quán, Hà Đông, Hà Nội",84.5,"Bt6 Kđt Văn Quán, Văn Quán, Hà Đông, Hà Nội",225,5,6,9,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiVũ Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",17,"Vũ Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",55,5,4,8,Sổ hồng,9/29/2025
"Bán Nhà riêng tạiKim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",4.75,"Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",42,2,3,4,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiPhường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",9,"Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",42,3,4,6,Giấy tờ không xác định,9/29/2025
"Bán Nhà biệt thự, liền kề tạiHoàng Mai Hà Nội Đường Nguyễn Chính, Thịnh Liệt",14.2,"Hoàng Mai Hà Nội                             Đường Nguyễn Chính, Thịnh Liệt",46,5,5,6,Sổ hồng,9/29/2025
"Bán Nhà riêng tạiThạch Bàn, Thạch Bàn, Long Biên, Hà Nội",7,"Thạch Bàn, Thạch Bàn, Long Biên, Hà Nội",50,4,4,5,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiNguyễn Thời Trung, Thạch Bàn, Long Biên, Hà Nội",6.85,"Nguyễn Thời Trung, Thạch Bàn, Long Biên, Hà Nội",40,3,4,5,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiTrần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",7.5,"Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",45,4,3,5,Sổ hồng,9/29/2025
"Bán Nhà riêng tạiThạch Bàn, Thạch Bàn, Long Biên, Hà Nội",4.85,"Thạch Bàn, Thạch Bàn, Long Biên, Hà Nội",33,3,4,5,Sổ hồng,9/30/2025
"Bán Nhà riêng tạiĐại la, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",6.99,"Đại la, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",30,4,4,6,Sổ hồng,9/29/2025
"Bán Nhà riêng tạiDương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",24,"Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",90,11,11,7,Giấy tờ không xác định,9/29/2025
"Bán Nhà riêng tạiThái hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",15.8,"Thái hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",45,4,5,7,Giấy tờ không xác định,9/29/2025
"Bán Nhà riêng tạiPhường Trung Hòa, Quận Cầu Giấy, Hà Nội",46,"Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",125,8,8,10,Giấy tờ không xác định,9/29/2025
"Bán Nhà riêng tạiĐường Kim Giang, Phường Định Công, Quận Hoàng Mai, Hà Nội",28,"Đường Kim Giang, Phường Định Công, Quận Hoàng Mai, Hà Nội",82,3,6,8,Sổ hồng,9/29/2025
"Bán Nhà biệt thự, liền kề tạiKđt Nam An Khánh, Xã An Khánh, Huyện Hoài Đức, Hà Nội",27.2,"Kđt Nam An Khánh, Xã An Khánh, Huyện Hoài Đức, Hà Nội",146,5,4,8,Sổ hồng,9/29/2025
"Bán Nhà riêng tạiBùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",9.6,"Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",40,6,4,5,Sổ hồng,9/29/2025
"Bán Nhà riêng tạiPhường Phú Lãm, Quận Hà Đông, Hà Nội",4.55,"Phường Phú Lãm, Quận Hà Đông, Hà Nội",32,3,2,5,Giấy tờ không xác định,9/29/2025
"Bán Nhà biệt thự, liền kề tạiPhường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",7.4,"Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",35,3,3,6,Giấy tờ không xác định,9/29/2025
"Bán Nhà riêng tạiDoãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",24.6,"Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",61,11,11,9,Giấy tờ không xác định,9/29/2025
"Bán Nhà riêng tạiYên Hoà, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",23,"Yên Hoà, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",68,10,10,7,Giấy tờ không xác định,9/29/2025
"Bán Nhà riêng tạiNghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",29,"Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",76,4,3,4,Giấy tờ không xác định,9/29/2025
"Bán Nhà biệt thự, liền kề theo dự ánVinhomes Ocean Park Gia Lâm tại Sao Biển 10, Đa Tốn, Gia Lâm, Hà Nội",23.9,"Sao Biển 10, Đa Tốn, Gia Lâm, Hà Nội",112,4,4,5,Sổ hồng,9/29/2025
"Bán Nhà riêng tạiPhường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",43,"Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",105,5,3,10,Giấy tờ không xác định,9/29/2025
"Bán Nhà riêng tạiCầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",22.5,"Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",65,10,10,6,Giấy tờ không xác định,9/29/2025
